"event","source","source_id","annotator","annotation_id","annotation_date","annotation_info_url","recording_url","recording_info_url","time_start","time_end","freq_low","freq_high","species","type","lat","lon","alt","effort","contact","additional","taxon","matchId"
"PamGuard64 2_00_16e Drift-17_JST.OE559","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE559",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700512","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,14.542,NA,NA,TRUE,"echolocation click event",28.5883913297597,-118.999664895075,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE559"
"PamGuard64 2_00_16e Drift-17_JST.OE560","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE560",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700146","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.309,105.271,NA,NA,TRUE,"echolocation click event",28.587900703994,-118.999678336877,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE560"
"PamGuard64 2_00_16e Drift-17_JST.OE561","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE561",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698289","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,7.18,NA,NA,TRUE,"echolocation click event",28.587098083735,-118.999615485542,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE561"
"PamGuard64 2_00_16e Drift-17_JST.OE562","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE562",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699306","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,8.472,NA,NA,TRUE,"echolocation click event",28.5867046037877,-118.999581269895,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE562"
"PamGuard64 2_00_16e Drift-17_JST.OE563","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE563",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698231","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,27.065,NA,NA,TRUE,"echolocation click event",28.5822049946226,-118.999178111974,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE563"
"PamGuard64 2_00_16e Drift-17_JST.OE564","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE564",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700575","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,5,NA,NA,TRUE,"echolocation click event",28.5816794252052,-118.999137217523,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE564"
"PamGuard64 2_00_16e Drift-17_JST.OE565","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE565",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699438","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,10.221,NA,NA,TRUE,"echolocation click event",28.5812889284106,-118.999106833046,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE565"
"PamGuard64 2_00_16e Drift-17_JST.OE566","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE566",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700142","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,17.244,NA,NA,TRUE,"echolocation click event",28.5800888129033,-118.999029660997,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE566"
"PamGuard64 2_00_16e Drift-17_JST.OE567","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE567",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700097","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,98.108,NA,NA,TRUE,"echolocation click event",28.5794302545306,-118.999009370377,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE567"
"PamGuard64 2_00_16e Drift-17_JST.OE568","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE568",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700901","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,56.243,NA,NA,TRUE,"echolocation click event",28.5787538228101,-118.998965668328,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE568"
"PamGuard64 2_00_16e Drift-17_JST.OE569","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE569",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698588","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,45.737,NA,NA,TRUE,"echolocation click event",28.4559802862788,-118.983671763901,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE569"
"PamGuard64 2_00_16e Drift-17_JST.OE570","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE570",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700872","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,5.35,NA,NA,TRUE,"echolocation click event",28.4384295130265,-118.968225776287,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE570"
"PamGuard64 2_00_16e Drift-17_JST.OE571","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE571",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699260","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,74.254,NA,NA,TRUE,"echolocation click event",28.4381313784711,-118.96788661404,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE571"
"PamGuard64 2_00_16e Drift-17_JST.OE572","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE572",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700004","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,5.93,NA,NA,TRUE,"echolocation click event",28.43774922039,-118.967451865398,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE572"
"PamGuard64 2_00_16e Drift-17_JST.OE573","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE573",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699918","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,9.038,NA,NA,TRUE,"echolocation click event",28.4365172607011,-118.966047880812,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE573"
"PamGuard64 2_00_16e Drift-17_JST.OE574","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE574",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699761","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,7.601,NA,NA,TRUE,"echolocation click event",28.4304935378946,-118.960161398947,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE574"
"PamGuard64 2_00_16e Drift-17_JST.OE575","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE575",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699245","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,25.269,NA,NA,TRUE,"echolocation click event",28.410984145535,-118.948216863749,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE575"
"PamGuard64 2_00_16e Drift-17_JST.OE576","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE576",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699527","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,74.875,NA,NA,TRUE,"echolocation click event",28.3904865327879,-118.937292715479,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE576"
"PamGuard64 2_00_16e Drift-17_JST.OE577","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE577",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699215","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,63.466,NA,NA,TRUE,"echolocation click event",28.3900936836198,-118.936977728308,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE577"
"PamGuard64 2_00_16e Drift-17_JST.OE578","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE578",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698699","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,78.386,NA,NA,TRUE,"echolocation click event",28.3893387414336,-118.936314217432,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE578"
"PamGuard64 2_00_16e Drift-17_JST.OE579","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE579",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698942","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",1.552,97.597,NA,NA,TRUE,"echolocation click event",28.388674051604,-118.935660857543,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE579"
"PamGuard64 2_00_16e Drift-17_JST.OE580","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE580",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700016","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",2.384,13.977,NA,NA,TRUE,"echolocation click event",28.3883123926279,-118.935305363208,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE580"
"PamGuard64 2_00_16e Drift-17_JST.OE581","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE581",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700104","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,25.25,NA,NA,TRUE,"echolocation click event",28.3878611612752,-118.934856571244,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE581"
"PamGuard64 2_00_16e Drift-17_JST.OE582","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE582",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698885","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,27.614,NA,NA,TRUE,"echolocation click event",28.3460187858975,-118.901568059448,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE582"
"PamGuard64 2_00_16e Drift-17_JST.OE583","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE583",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699336","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,6.526,NA,NA,TRUE,"echolocation click event",28.3375549958162,-118.895358226714,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE583"
"PamGuard64 2_00_16e Drift-17_JST.OE584","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE584",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698634","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,10.473,NA,NA,TRUE,"echolocation click event",28.3372260480614,-118.895039400429,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE584"
"PamGuard64 2_00_16e Drift-17_JST.OE585","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE585",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698741","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,93.76,NA,NA,TRUE,"echolocation click event",28.3369861688777,-118.894806902143,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE585"
"PamGuard64 2_00_16e Drift-17_JST.OE586","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE586",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700620","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,7.33,NA,NA,TRUE,"echolocation click event",28.3359000940268,-118.893779741093,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE586"
"PamGuard64 2_00_16e Drift-17_JST.OE587","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE587",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699573","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,8.589,NA,NA,TRUE,"echolocation click event",28.3355245061332,-118.893436531467,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE587"
"PamGuard64 2_00_16e Drift-17_JST.OE588","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE588",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700760","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,100.532,NA,NA,TRUE,"echolocation click event",28.3280372700001,-118.887778393824,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE588"
"PamGuard64 2_00_16e Drift-17_JST.OE589","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE589",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698421","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,89.807,NA,NA,TRUE,"echolocation click event",28.3276968352175,-118.887541424514,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE589"
"PamGuard64 2_00_16e Drift-17_JST.OE590","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE590",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699596","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,71.517,NA,NA,TRUE,"echolocation click event",28.3273905952173,-118.887328257455,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE590"
"PamGuard64 2_00_16e Drift-17_JST.OE591","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE591",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700169","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,8.12,NA,NA,TRUE,"echolocation click event",28.327099266945,-118.887133513251,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE591"
"PamGuard64 2_00_16e Drift-17_JST.OE592","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE592",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698655","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,5,NA,NA,TRUE,"echolocation click event",28.3266887917486,-118.886860957721,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE592"
"PamGuard64 2_00_16e Drift-17_JST.OE593","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE593",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700409","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,15.597,NA,NA,TRUE,"echolocation click event",28.3240621791964,-118.884611109804,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE593"
"PamGuard64 2_00_16e Drift-17_JST.OE594","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE594",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699632","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,89.086,NA,NA,TRUE,"echolocation click event",28.3213458394237,-118.881096558627,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE594"
"PamGuard64 2_00_16e Drift-17_JST.OE595","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE595",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700781","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",2.863,101.287,NA,NA,TRUE,"echolocation click event",28.321081502678,-118.880466815204,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE595"
"PamGuard64 2_00_16e Drift-17_JST.OE596","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE596",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698237","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,7.264,NA,NA,TRUE,"echolocation click event",28.3208912536611,-118.880013574898,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE596"
"PamGuard64 2_00_16e Drift-17_JST.OE597","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE597",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699792","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,6.78,NA,NA,TRUE,"echolocation click event",28.3203253389678,-118.878919915226,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE597"
"PamGuard64 2_00_16e Drift-17_JST.OE598","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE598",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699042","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,19.686,NA,NA,TRUE,"echolocation click event",28.3082106945704,-118.859043530898,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE598"
"PamGuard64 2_00_16e Drift-17_JST.OE599","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE599",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698406","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,106.867,NA,NA,TRUE,"echolocation click event",28.2989599556563,-118.848356155555,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE599"
"PamGuard64 2_00_16e Drift-17_JST.OE600","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE600",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699497","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.098,119.794,NA,NA,TRUE,"echolocation click event",28.2944749529761,-118.841969514345,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE600"
"PamGuard64 2_00_16e Drift-17_JST.OE601","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE601",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699171","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.385,117.282,NA,NA,TRUE,"echolocation click event",28.2941595857323,-118.841484646528,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE601"
"PamGuard64 2_00_16e Drift-17_JST.OE602","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE602",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700850","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.173,119.904,NA,NA,TRUE,"echolocation click event",28.2938386573484,-118.840918480416,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE602"
"PamGuard64 2_00_16e Drift-17_JST.OE603","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE603",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698541","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.017,118.487,NA,NA,TRUE,"echolocation click event",28.2935176540152,-118.840352182083,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE603"
"PamGuard64 2_00_16e Drift-17_JST.OE604","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE604",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698141","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",1.576,119.805,NA,NA,TRUE,"echolocation click event",28.2932126075156,-118.83980225325,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE604"
"PamGuard64 2_00_16e Drift-17_JST.OE605","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE605",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700064","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",4.932,115.413,NA,NA,TRUE,"echolocation click event",28.2929937388068,-118.839347179697,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE605"
"PamGuard64 2_00_16e Drift-17_JST.OE606","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE606",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698805","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,77.905,NA,NA,TRUE,"echolocation click event",28.2927703642208,-118.838882737489,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-17_JST.OE606"
"PamGuard64 2_00_16e Drift-17_JST.OE607","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-17_JST.OE607",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699242","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.002,98.199,NA,NA,TRUE,"echolocation click event",28.2925664719322,-118.838458803027,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-17_JST.OE607"
